证券代码,证券简称,机构名称,证券类别,上市日期,上市地点,正常上市,摘牌日期,ISIN代码,英文名称,英文简称,成立日期,注册资本,法定代表人,主营业务,经营范围,公司简介,省份,城市,注册地址,办公地址,邮编,公司电话,公司传真,公司电子邮件地址,公司网站,证监会一级行业名称,证监会二级行业名称,申万行业一级名称,申万行业二级名称,申万行业三级名称,董事长,独立董事,总经理,董事会秘书,董秘电话,董秘传真,董秘邮箱,证券事务代表,会计师事务所,律师事务所
600279,重庆港九,重庆港九股份有限公司,A股,2000-07-31,上交所,正常上市,,CNE000001485,"Chongqing Gangjiu Co., Ltd.",Chongqing Gangjiu,1999-01-08,118686.6283,杨昌学,九龙坡港区和蓝家沱港区内的货物运输、装卸、搬运及商品储存等。,许可项目：长江干线及支流省际普通货船运输，为船舶提供码头、过驳锚地，为旅客提供候船和上下船舶设施和服务，旅客船票销售，在港区内提供货物装卸、仓储、物流服务，集装箱装卸、堆放、拆拼箱，车辆滚装服务，为船舶提供岸电、淡水供应，为国内航行船舶提供物料、生活品供应，为船舶进出港、靠离码头、移泊提供顶推、拖带服务，港内驳运，港口设施、设备和港口机械的租赁、维修服务（以上经营范围按许可证核定事项及经营期限从事经营）。（以下经营范围限分支机构经营）销售易燃固体、自燃和遇湿易燃物品：硫磺。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：煤炭批发经营，商品储存（不含危险物品），船舶修理，代办客货运输及中转业务，普通机械及船舶零部件的制造，物流配送（不含运输），销售汽车（不含九座及以下乘用车）、电器机械及器材、化工原料及产品（不含危险化学品）、建筑材料（不含危险化学品）、橡胶制品、塑料制品、木材及制品、百货、工艺美术品（不含金饰品），货物进出口（法律、法规禁止的不得经营，法律、法规限制的取得许可后方可从事经营）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,公司系由重庆港口管理局、成都铁路局、重庆铁路分局、重庆长江轮船公司、张家港港务局共同发起，于1999年1月8日设立的股份有限公司。设立时公司总股本为14239.096万股。其中，主要发起人重庆港口管理局，以净资产出资，折股14000万股；其余四家发起单位分别以现金出资，共折为239.096万股。经2000年7月14日上网发行4300万股，7月15日向二级市场投资者配售发行4300万股后，公司总股本已达22839.096万股。,重庆,重庆市,重庆市九龙坡区九龙坡镇盘龙五村113-13号,重庆市江北区海尔路298号,400023,023-63100879,023-63100991,cqgj@cqgj.com.cn,www.cqgj.com.cn,交通运输、仓储和邮政业,水上运输业,交通运输,港口,港口,杨昌学,"张树森,黎明,廖元和",熊维明,张强,023-63100879,023-63100991,Zhangqiang921@sina.com,赵鑫,大信会计师事务所(特殊普通合伙),天元律师事务所
600280,*ST中商,南京中央商场(集团)股份有限公司,A股,2000-09-26,上交所,*ST,,CNE0000014V9,"Nanjing Central Emporium (Group) Stocks Co., Ltd.",ZYSC,1991-06-22,114833.4872,祝珺,百货零售业以及房地产开发业务。,日用百货、食品、卷烟、雪茄烟零售；保健食品、针纺织品、服装鞋帽、文体用品、体育用品、体育器材、一类医疗器械、机械设备、五金交电、电子产品、家用电器、家具、装饰材料、矿产品、建材、化工产品（不含危化品）销售；房地产开发、经营；电子商务；设计、制作、代理发布国内各类广告；停车场服务；高新技术产品的开发、生产、销售；场地租赁；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；物业管理；美容美发；室内娱乐活动。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"中央商场”创建于抗日战争爆发前夕,当时的社会名流曾养甫、张静江、茅以升等32人发起创立了“中央商场股份有限公司”。“中央商场”于1936年正式开业,1956年在社会主义改造中实行公私合营。1964年改为国营企业。1966年8月更名为“南京市人民商场”。1987年成为南京市首批实行承包经营责任制的七家大中型企业之一。1992年4月,经批准,募集设立“南京中央商场股份有限公司”。1993年,经中国人民银行南京分行批准,公司定向募集法人股。1993年5月26日,公司募集法人股2,000万股在全国证券交易自动报价系统(“STAQ系统”)交易流通。1999年11月12日,公司1999年度第一次临时股东大会通过决议,同意停止法人股在STAQ系统流通。后经批准,公司通过上海证券交易所交易系统,于2000年9月1日至9月6日公开发行人民币普通股(A股)3,500万股。",江苏,南京市,江苏省南京市白下区中山南路79号,江苏省南京市建邺区雨润路10号,210041,025-66008061、025-66008022,025-84717539,chenxs_nj@sina.com,www.njzysc.com,批发和零售业,零售业,商业贸易,一般零售,百货,祝珺,"李东,赵顺龙,王跃堂",,官国宝,025-66008061,025-84717539,chenxs_nj@sina.com,,立信会计师事务所(特殊普通合伙),
600281,太化股份,太原化工股份有限公司,A股,2000-11-09,上交所,正常上市,,CNE000001550,"Taiyuan Chemical Industry Co., Ltd.",Taiyuan Chemical Industry,1999-02-26,51440.2025,张旭升,贵金属回收加工、石油化工设备管道工程安装、贸易业务。,化工设备管道防腐、保温、拆除、安装工程；研制、开发、生产、销售、化工产品及原料（除危化品），化肥、焦炭，生物化工产品（除危化品），精细化工产品（除危化品）；贵金属加工（除金银）；机械制造；化工产品来料加工（除危化品）；工业用水生产；液氯充装（以上经营范围仅限分公司使用）。服装加工；信息咨询；批发零售仪器仪表，五金交电，金属材料，钢材、建材（除木材），磁材不锈钢制品；加工销售预拌商品混凝土；自营和代理各种商品和技术的进出口业务（国家限定、禁止进出口的商品及技术除外）。（以上需前置审批的项目除外；依法须经批准的项目，经相关部门批准后方可开展经营活动）。,公司系由太原化学工业集团有限公司作为主发起人，联合山西永兴化工有限公司、太原双凯化工有限公司、山西省太原市中都物资贸易有限公司、太原美能佳化工有限公司共同发起，于1999年2月26日设立的股份有限公司。设立时公司总股本为25390.60万股。其中，主发起人以净资产出资，折为国家股24，837.60万股，另外四家发起人以现金出资，共折股为553万股。经2000年9月25日向社会公开发行人民币普通股10500万股后，公司总股本已达35890.60万股。,山西,太原市,山西省太原市学府西街高科技园区长治路工西三条2号,山西省太原市义井街20号,030021,0351-5638038,0351-5638000,thgf@public.ty.sx.cn,www.th600281.cn,制造业,石油加工、炼焦和核燃料加工业,综合,综合,综合,张旭升,"王军,田旺林,周荣华",魏洪亮,景红升,0351-5638003,0351-5638036,Grace_jingw@163.com,陈永新,中兴财光华会计师事务所(特殊普通合伙),信达律师事务所
600282,南钢股份,南京钢铁股份有限公司,A股,2000-09-19,上交所,正常上市,,CNE0000014Q9,"Nanjing Iron and Steel Co., Ltd.",Nanjing Iron and Steel,1999-03-18,614526.9731,黄一新,钢铁冶炼、钢材轧制及焦化副产品的生产与销售。,许可经营项目：一般危险化学品：3类易燃液体；4类易燃固体、自燃物品和遇湿易燃物品；5类氧化剂和有机过氧化物；6类第1项毒害品（不含剧毒品，不含农药）；8类腐蚀品（所有类项不得储存）的批发。一般经营项目：黑色金属冶炼及压延加工，钢压延加工产品及副产品的销售；焦炭及其副产品生产；钢铁产业的投资和资产管理；钢铁技术开发和咨询服务；废旧金属、物资的回收利用；自营和代理各类商品及技术的进出口品业务；仓储服务；道路普通货物运输。,公司系由南京钢铁集团有限公司作为主发起人，联合中国第二十冶金建设公司、冶金工业部北京钢铁设计研究总院、中国冶金进出口江苏公司、江苏省冶金物资供销公司等四家企业于1999年3月18日共同发起设立。其中南京钢铁集团有限公司以净资产及相应负债出资，折为29800万国有法人股，其它四家发起人以现金出资，共折为200万股。经2000年9月1日公司上网定价发行6，000万股，9月2日向二级市场投资者配售发行6，000万股后，上市时总股份达42000万股。,江苏,南京市,江苏省南京市六合区卸甲甸,江苏省南京市六合区卸甲甸,210035,025-57056780,025-57052184,webmaster@600282.net,www.600282.net,制造业,黑色金属冶炼和压延加工业,钢铁,钢铁,普钢,黄一新,"陈传明,王翠敏,应文禄",祝瑞荣,徐林,025-57072073,025-57072064,nggf@600282.net,唐睿,天衡会计师事务所(特殊普通合伙),
600283,钱江水利,钱江水利开发股份有限公司,A股,2000-10-18,上交所,正常上市,,CNE000001519,"Qianjiang Water Resources Development Co., Ltd.",Qianjiang Water,1998-12-30,35299.5758,叶建桥,水力发电、供水。,水力发电，供水（限分公司生产）；市政工程、环境保护工程的设计、施工；水污染处理技术、水处理技术、环境治理技术的开发、服务、咨询；工程项目管理服务；水处理设备的制造、销售、安装及维护服务；建筑材料、五金交电、机电设备、化工产品（不含危险化学品和易制毒品）的生产、销售；检测技术服务（凭许可证经营）；实业投资；水利资源开发利用；经济信息咨询（不含证券、期货咨询）；旅游服务（不含旅行社）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,公司系由水利部综合开发管理中心对其直属企业浙江水利水电开发公司进行整体改制，并联合浙江省境内的浙江省水利水电建设投资总公司、浙江省水电实业公司、嵊州市水电开发有限公司和自然人李国祥先生共同发起，于1998年12月30日设立的股份有限公司。设立时公司总股本为20，033万股，其中，四家发起人单位均以净资产折股出资；自然人李国祥先生以现金折股投入。经2000年9月15日、9月16日向社会公开发行人民币普通股8，500万股后，公司总股本已达28，533万股。,浙江,杭州市,浙江省杭州市三台山路3号,浙江省杭州市三台山路3号,310013,0571-87974386,0571-87874400,qjsl@qjwater.com.cn,www.qjwater.com,电力、热力、燃气及水生产和供应业,水的生产和供应业,公用事业,水务,水务,叶建桥,伊志宏,何刚信,彭伟军,0571-87974378,0571-87974400,xlw@qjwater.com.cn,杨文红,天健会计师事务所(特殊普通合伙),众天律师事务所
600284,浦东建设,上海浦东路桥建设股份有限公司,A股,2004-03-16,上交所,正常上市,,CNE000001GY1,"Shanghai Pudong Road and Bridge Construction Co., Ltd.",Pudong Road and Bridge,1998-01-09,97025.6,杨明,从事道路、桥梁、各类基础设施施工以及建材的研制开发和生产。,"道路、公路、桥梁、各类基础工程施工，设备安装,装饰装修工程施工，园林绿化工程，建材研制及生产，水利和港口工程建筑，房屋工程建筑，公路管理与养护，市政公共设施管理，工程准备，房地产开发经营，城市轨道交通工程，实业投资，高新技术开发，汽配、机械加工,国内贸易(除专项规定)，从事货物及技术的进出口业务，从事道路技术专业领域内的技术开发、技术转让、技术咨询、技术服务。","公司是经上海市人民政府批复同意，于1998年1月9日，由上海市浦东新区建设（集团）有限公司、上海市浦东新区公路建设管理署（现更名为""上海市浦东新区公路管理署""）、上海张桥经济发展总公司、上海东缆技术工程有限公司、上海同济企业发展总公司、上海浦东路桥建设股份有限公司职工持股会共同出资发起设立。公司在上海市工商行政管理局登记注册，营业执照注册号为3100001005091。",上海,上海市,上海市浦东新区川桥路701弄3号7楼,上海市浦东新区川桥路701弄3号（A幢）,201206,021-58206677,021-68765759,pdjs@pdjs.com.cn,www.pdjs.com.cn,建筑业,土木工程建筑业,建筑装饰,基础建设,路桥施工,杨明,宋航,邱畅,朱音,021-58206677,021-68765759,changj@pdjs.com.cn,陈栋,天职国际会计师事务所(特殊普通合伙),通力律师事务所
600285,羚锐制药,河南羚锐制药股份有限公司,A股,2000-10-18,上交所,正常上市,,CNE000001501,"Henan Lingrui Pharmaceutical Co., Ltd.",Lingrui Pharmaceutial,1999-04-18,56780.8992,熊伟,中药硬膏剂、冲剂、搽剂、片剂、胶囊剂等的生产和销售。,药品、保健用品、保健食品、消毒用品、医疗器械的生产、销售（凭证）；糖果、调味品、营养食品、食品添加剂的制造、销售；饮料制造、销售；体育用品制造、销售；日用化学产品(不含易燃、易爆危险品)制造、销售；日用杂品制造、销售；新产品、新技术的研究、开发与技术服务；自营本企业自产产品及相关技术的出口业务；自营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；进料加工，“三来一补”；信息咨询服务；对房地产、技术贸易、文化教育、广告及宾馆行业的投资。（依法需经批准的项目，经相关部门批准后方可开展经营活动）,公司前身系河南羚锐制药有限公司。该公司由信阳羚羊山制药厂和香港锐星企业公司共同投资组建而成，注册资本298万元。1993年3-4月，该公司进行了股权转让，转让后变更为由信阳羚羊山制药厂、河南信阳信生制药有限公司、香港锐星企业公司等六家股东组成的有限责任公司。1999年6月13日河南羚锐制药有限公司整体改制为股份有限公司，公司总股本为6036万股。经2000年9月14日向社会公开发行人民币普通股4000万股后，公司总股本已达10036万股。,河南,信阳市,河南省信阳市新县将军路666号,河南省新县将军路666号,465550,0376-2973569,0376-2973606,gsbgs@lingrui.com,www.lingrui.com,制造业,医药制造业,医药生物,中药,中药,熊伟,"王鹏,李慧,梅夏英",熊伟,冯国鑫,0376-2973569,0376-2973606,wxz@lingrui.com,毛改莉,大华会计师事务所(特殊普通合伙),
600287,江苏舜天,江苏舜天股份有限公司,A股,2000-09-01,上交所,正常上市,,CNE0000014H8,"Jiangsu Sainty Corp., Ltd.",Jiangsu Sainty,1993-12-18,43679.6074,高松,各类服装、面料、辅料及相关的纺织产品的进出口贸易。,自营和代理除国家组织统一联合经营的16种出口商品和国家实行核定公司经营的14种进口商品以外的商品及技术的进出口业务；开展“三来一补”、进料加工业务；经营对销贸易和转口贸易，国内贸易（国家有专项规定的办理许可证后经营），服装及纺织品的生产、加工。仓储，房屋租赁，室内外装饰，咨询服务，预包装食品兼散装食品、乳制品（含婴幼儿配方乳粉）的批发兼零售，生鲜类、初级农产品及副产品销售。许可经营项目：危险化学品的批发（限按许可证所列经营项目）；III类医疗器械（不含体外诊断试剂，不含植入类产品及塑形角膜接触镜）（按《医疗器械经营企业许可证》核定范围内经营）。,公司系由江苏省服装进出口(集团)公司独家发起，在整体改制的基础上，以定向募集方式于1993年12月设立的股份公司。设立时公司总股本为11866.39万股。其中，国家股10416.39万股，法人股600万股，内部职工股1450万股。1995年底，公司剥离改制时进入的非经营性资产1193.8万元，同时调减国家股1193.8万股，公司总股本变更为11272.59万股。1996年12月，公司更名为江苏舜天国际集团服装进出口股份有限公司。经2000年8月14日向社会公开发行人民币普通股4000万股后，公司总股本已达15272.59万股。,江苏,南京市,江苏省南京市雨花台区软件大道21号B座,江苏省南京市雨花台区宁南大道21号B座,210012,025-52875628,025-84201927,webmaster@saintycorp.com,www.saintycorp.com,批发和零售业,批发业,商业贸易,贸易,贸易,高松,陈志斌,,李焱,025-52875628,025-84201927,ir@saintycorp.com,卢森,天衡会计师事务所(特殊普通合伙),江苏世纪同仁律师事务所
600288,大恒科技,大恒新纪元科技股份有限公司,A股,2000-11-29,上交所,正常上市,,CNE0000015K9,"Daheng New Epoch Technology, Inc.",Daheng Technology,1998-12-14,43680.0,鲁勇志,以光机电一体化产品和信息技术产品为主要内容的高新技术产品开发、生产和经营。,光学、激光、红外元器件及设备、计算机软硬件、多媒体产品、办公自动化设备、医疗器械、精细化工及生物工程设备、音视频设备、通信导航产品、自动化控制设备、家用电器、电光源产品、高新技术产品的生产、开发、销售（国家有专项专营规定的除外）；商业、商品流通服务设施的建设的投资、经营；汽车（含小轿车）及配件的销售；机械、电子设备、黑色金属、仪器仪表、建筑材料、五金交电、化工产品及化工材料、轻工产品的组织生产、加工、销售、租赁、仓储运输。,于1998年由原中国新纪元物资流通中心（现已更名为中国新纪元有限公司）作为主发起人，联合中国汽车贸易天津公司、中国机电设备总公司、中国基建物资总公司、中国机电设备成套服务中心采用发起方式设立的股份有限公司.1999年9月更名为大恒新纪元科技股份有限公司。公司总股本为9000万股，新纪元公司、天津汽贸分别以净资产折为6000万股、1200万股；其他三家发起人分别以现金折股600万股，共计投入现金折股1800万股，股权性质均为国有法人股.2000年11月上网定价发行人民币普通股5000万股。,北京,北京市,北京市海淀区苏州街3号大恒科技大厦15层,北京市海淀区苏州街3号大恒科技大厦北座13层,100080,010-82827855,010-82827853,600288@dhkj.sina.net,www.dhxjy.com.cn,制造业,计算机、通信和其他电子设备制造业,电子,其他电子,其他电子,鲁勇志,"周国华,孙广亮,赵秀芳",鲁勇志,严宏深,010-82827855,010-82827853,600288@dhkj.sina.net,雷丽慧,北京兴华会计师事务所(特殊普通合伙),北京华联律师事务所
600289,*ST信通,亿阳信通股份有限公司,A股,2000-07-20,上交所,*ST,,CNE000001220,Bright Oceans Inter-Telecom Corporation,Bright Oceans Inter-telecom,1995-01-18,63105.2069,袁义祥,为电信运营商以及能源、医疗、交通、政府、广电等行业提供信息化支撑系统建设与服务。,电信增值业务运营。计算机软硬件、机电设备的开发、生产、销售及系统集成、技术咨询、技术服务、技术转让；通讯技术、网络信息安全技术和产品的研发、生产、销售及服务；无线网络规划设计及优化服务；通信设备、通信基站及配套设备、宽带网络产品的生产、制造、销售；国内贸易代理；室内装饰工程设计、施工；仓储服务；高速公路机电系统、城市智能交通系统的咨询、设计、施工、管理运营、维护；按批复从事对外承包工程业务；货物进出口、技术进出口；接受委托从事医疗企业管理、企业投资管理、企业投资咨询、资产管理；生物技术开发；营养健康咨询服务；销售医疗器械。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,公司前身系哈尔滨亿阳集团有限公司。1998年3月3日，该公司的五家股东亿阳集团有限公司、哈尔滨市光大电脑有限公司、哈尔滨现代设备安装有限公司、北京市北邮通信技术公司、北京邮电学院科技开发公司作为发起人，将其依法变更为哈尔滨亿阳集团股份有限公司，注册资本为人民币6，589万元。1999年9月6日，哈尔滨亿阳集团股份有限公司更名为哈尔滨亿阳信通股份有限公司。经2000年3月24、25日向社会公开发行人民币普通股4，000万股后，公司总股本已达10，589万股。,黑龙江,哈尔滨市,黑龙江省哈尔滨市南岗区嵩山路高科技开发区1号楼,北京市海淀区杏石口路99号B座、哈尔滨南岗区高新技术产业开发区1号楼,100093,010-88157899,010-88140589,BIT@boco.com.cn,www.boco.com.cn:8080/bocoit/index.asp,信息传输、软件和信息技术服务业,软件和信息技术服务业,通信,通信设备,通信配套服务,袁义祥,"陈晋蓉,郭介胜,朱立飞,杨放春",曹星,方圆,010-88157899,010-88140589,BIT@boco.com.cn,付之华,大华会计师事务所(特殊普通合伙),凯源律师事务所
600290,*ST华仪,华仪电气股份有限公司,A股,2000-11-06,上交所,*ST,,CNE0000015B8,Huayi Electric Company Limited,Huayi Electric,1998-12-31,75990.3511,陈孟列,输配电和风电。,户内外高压断路器及配件、高压负荷开关及配件、接地开关系列、高压隔离开关及配件、变压器、预装式变电站、梅花触头系列及配件、配电自动化设备及系统、热控设备及系统的研发、生产、销售，工程服务；技术咨询服务；高低压成套开关设备生产、销售、安装、调试和技术咨询；风力发电机组研发、生产、销售，风电场开发、建设；经营进出口业务。,公司系由苏州林业机械厂作为主发起人，并与吴江电子仪器厂、吴县市黄桥林机配套厂、吴县市冷作二厂、吴县市环境保护设备厂和中国林业机械广州公司五家企业共同发起，于1998年12月31日采用发起方式设立的股份有限公司。设立时公司总股本为5300万股。其中，主发起人以净资产和相应负债及股权出资，折为国有法人股4953.47万股。其他五家发起人均以现金出资，共折为发起人股346.53万股。经2000年10月16日向社会公开发行人民币普通股3000万股后，公司总股本已达8300万股。,浙江,温州市,浙江省乐清经济开发区中心大道228号,浙江省乐清经济开发区中心大道228号,325600,0577-62661122,0577-62237777,hyzqb@heag.com,www.heag.com,制造业,电气机械和器材制造业,电气设备,电源设备,风电设备,陈孟列,"周民艳,祁和生,汪光宇",张学民,金旭丹,0577-62661122,0577-62237777,hyzqb@heag.com,刘娟,天健会计师事务所(特殊普通合伙),星河律师事务所
600291,西水股份,内蒙古西水创业股份有限公司,A股,2000-07-31,上交所,正常上市,,CNE000001451,"Xishui Strong Year Co., Ltd. Inner Mongolia",Xishui,1998-12-18,109306.4378,郭予丰,保险、贸易、投资管理等业务。,控股公司服务；矿产品（需前臵审批许可的项目除外）、建材产品、化工产品（需前臵审批许可的项目除外）、机器设备、五金产品、电子产品的销售；机械设备租赁；软件开发（需前臵审批许可的项目除）。（法律、行政法规、国务院决定规定应经许可的、未获许可不得生产经营）。,公司系由内蒙古西卓子山草原水泥集团总公司作为主发起人、并联合内蒙古乌海西卓子山第三产业开发公司、内蒙古乌海西卓子山建筑安装公司、北京新天地互动多媒体技术有限公司、乌海市工业设计研究所共同发起，于1998年12月18日设立的股份公司。设立时公司总股本为10，000万股。其中，主发起人以净资产出资，折为国家股5，326万股；其他四家发起人分别以净资产、债权或现金出资，共折为法人股4674万股。经本次向社会公开发行人民币普通股6，000万股后，公司总股本已达16，000万元。,内蒙古,乌海市,内蒙古自治区乌海市海南区,内蒙古自治区乌海市海勃湾滨河区世景苑西4-21号,016000,0473-6953126,0473-6953126,xishuigufen@163.com,,金融业,保险业,非银金融,保险,保险,郭予丰,"王红英,杜业勤,吴振平",郭予丰,苏宏伟,0473-6953126,0473-6953126,xsgf_291@126.com,塔娜,中汇会计师事务所(特殊普通合伙),经世律师事务所
600292,远达环保,国家电投集团远达环保股份有限公司,A股,2000-11-01,上交所,正常上市,,CNE000001592,"SPIC Yuanda Environmental-Protection Co., Ltd.",SPIC Yuanda,1994-06-30,78081.689,郑武生,脱硫脱硝除尘工程总承包、脱硫脱硝特许经营、水务工程及运营、脱硝催化剂制造及再生、除尘器设备制造及安装等业务。,一般经营项目：废气、废水、固废治理，对节能减排项目进行投资；节能环保技术的研发、转让及咨询服务；节能环保产品制造、销售；节能减排工程项目管理。（以上经营范围法律、法规禁止的，不得从事经营；法律、法规限制的，取得相关许可或审批后，方可从事经营）,公司系由四川省电力公司、重庆市建设投资公司、重庆发电厂、重庆电业局、天府矿务局、重庆煤炭工业公司、成都铁路局重庆铁路分局、四川电力建设一公司等八家国有大中型企业共同发起，于1994年6月30日以定向募集方式设立的股份有限公司，设立时公司总股本为10725万股。其中，发起人法人股共计8629.10万股。定向募集社会法人股2095.90万股。后因股权变更，公司第一大股东变更为重庆市电力公司，公司总股本未发生变化。经2000年10月13日上网定价发行人民币普通股6000万股后公司总股本已达16725万股。,重庆,重庆市,重庆市两江新区黄环北路10号1栋,重庆市两江新区黄环北路10号1栋,401122,023-65933055,023-65933000,ydhb_dm@spic.com.cn,www.zdydep.com,水利、环境和公共设施管理业,生态保护和环境治理业,公用事业,环保工程及服务,环保工程及服务,郑武生,"宋蔚蔚,王智,李理,林衍",夏刚,凌娟,023-65933055,023-65933000,ydhb_dm@spic.com.cn,邓立春,大信会计师事务所(特殊普通合伙),
600293,三峡新材,湖北三峡新型建材股份有限公司,A股,2000-09-19,上交所,正常上市,,CNE0000014M8,"Hubei Sanxia New Building Materials Co., Ltd.",Sanxia New Building Materials,1993-03-26,116014.5046,许泽伟(代),平板玻璃及玻璃深加工制品、石膏及制品等新型建材的生产与销售。,通信产品、数码产品及配件的购销和维护、维修；通信设备、电子产品、通信产品、计算机、办公自动化设备、软硬件的技术开发（不含限制项目）及销售；网上从事电子产品的销售；平板玻璃及玻璃深加工制品、石膏及制品等新型建材的生产与销售；建材及非金属矿产品的销售；新型建材的科研与开发；经营本企业自产产品及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；开展本企业的进料加工和“三来一补”业务。,公司系由湖北省当阳玻璃厂、湖北应城石膏矿、当阳电力联营公司等三家共同发起，以定向募集方式于1993年3月26日设立。公司设立时总股本为12000万股，其中国家股5326万股，占总股本的44.38％；发起人法人股1827万股，占总股本的15.23％；募集法人股2687万股，占总股本的22.39％；内部职工股2160万股，占总股本的18％。1996年，公司以10股配3股的比例增资扩股，总股本增至15600万股。1997年3月，公司更名为“湖北三峡新型建材股份有限公司”。2000年8月28日公司采用上网定价发行的方式成功发行了5500万股人民币普通股，上市时总股本达21100万股。,湖北,宜昌市,湖北省当阳市经济技术开发区,湖北省当阳市经济技术开发区,444105,0717-3280108,0717-3285258,zhanggc@sxxc.com.cn,www.sxxc.com.cn,批发和零售业,零售业,通信,通信设备,终端设备,许锡忠,"郭础宏,刘新发,江晓丹",张金奎,杨晓凭,0717-3280108,0717-3285258,zhanggc@sxxc.com.cn,傅斯龙,中审众环会计师事务所(特殊普通合伙),
600295,鄂尔多斯,内蒙古鄂尔多斯资源股份有限公司,A股,2001-04-26,上交所,正常上市,,CNE0000017T6,"Inner Mongolia Eerduosi Resources Co., Ltd.",Erdos,1995-10-15,142794.7069,王臻,羊绒服装、电力冶金化工。,生产销售无毛绒、羊绒纱、羊绒衫等羊绒制品。,公司系由内蒙古鄂尔多斯羊绒衫厂于1995年9月独家发起设立，始以原国有净资产折为国家股22，600万股，经1995年9月25日首次发行外资股，上市时总股份33600万股。,内蒙古,鄂尔多斯市,内蒙古自治区鄂尔多斯市东胜区罕台轻纺街1号,内蒙古自治区鄂尔多斯市东胜区达拉特南路102号,017000,0477-8543776,0477-8536699,zeng_gc@chinaerdos.com,www.chinaerdos.com,制造业,黑色金属冶炼和压延加工业,采掘,其他采掘,其他采掘,王臻,"康喜,卢淑琼,史哲",王臻,郭升,0477-8543776,0477-8536699,zeng_gc@chinaerdos.com,李丽丽,立信会计师事务所（特殊普通合伙）,
600297,广汇汽车,广汇汽车服务集团股份公司,A股,2000-11-16,上交所,正常上市,,CNE000001576,"China Grand Automotive Services Group Co., Ltd.",Grand Automotive,1999-07-30,811030.175,陆伟,乘用车经销与汽车服务业务及融资租赁业务。,汽车及配件销售、二手车销售；汽车维修；汽车保险代理；汽车及配件进出口的项目开发；汽车装饰装潢；汽车租赁；汽车信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,公司系由大连医药集团公司作为主要发起人(现已改制为“大连医药集团有限公司”)，以其下属的主营医药产品的经营性资产出资，联合大连经济技术开发区凯飞高技术发展中心(现改制为“大连凯飞化学股份有限公司”)、大连金斯曼医药科技开发有限公司、大连保税区德生国际经贸有限公司、大连唐兴汽车维修有限公司以现金出资，共同发起，于1999年7月30日设立的股份有限公司。设立时公司总股本为7500万股。其中，主发起人以净资产出资，折为国有法人股7290万股；其他四家发起人分别以现金投入，共折为法人股210万股。经2000年10,辽宁,大连市,辽宁省大连市甘井子区华北路699号,上海市闵行区虹莘路3998号,201103,021-24032833,021-24032811,IR@chinagrandauto.com,http://www.chinagrandauto.com/cn/,批发和零售业,零售业,汽车,汽车服务,汽车服务,陆伟,"沈进军,程晓鸣,梁永明",王新明,许星,021-24032833,021-24032811,IR@chinagrandauto.com,董昊明,普华永道中天会计师事务所（特殊普通合伙）,大连华夏律师事务所
